Country,Actual,Predicted,Accuracy (%)
Dominican Republic,169143,123788,91.343
Israel,3385,26450,91.343
Cambodia,11599,18209,91.343
England,491250,382247,91.343
Bulgaria,2615,4065,91.343
Paraguay,687,3713,91.343
Switzerland,76198,90055,91.343
Romania,57609,58486,91.343
Bulgaria,13211,13440,91.343
Slovenia,14974,16268,91.343
Barbados,859,7606,91.343
Slovenia,9586,11068,91.343
Bulgaria,2291,5951,91.343
Portugal,12659,11000,91.343
Greece,23867,26751,91.343
Hungary,103287,64591,91.343
Estonia,5877,14370,91.343
Israel,8843,32324,91.343
Peru,42837,72470,91.343
Ireland,12480,16684,91.343
New Zealand,1077,4168,91.343
Denmark,6022,16455,91.343
Indonesia,342132,349914,91.343
Bangladesh,7870,38293,91.343
Italy,119275,109485,91.343
Lebanon,15325,21893,91.343
Italy,166803,94628,91.343
Scotland,22213,25661,91.343
Liechtenstein,112,6284,91.343
Trinidad and Tobago,2296,6941,91.343
Romania,77253,84345,91.343
Bahrain,13583,26753,91.343
United States,2194787,1739684,91.343
Bahrain,11666,26095,91.343
Cambodia,47769,40842,91.343
India,820109,1066080,91.343
India,325305,120010,91.343
Panama,26049,35970,91.343
Seychelles,1638,23530,91.343
Montenegro,2116,7824,91.343
Bulgaria,24491,22275,91.343
Denmark,9880,10682,91.343
Isle of Man,567,11635,91.343
Russia,265114,538866,91.343
Portugal,84519,83090,91.343
Tunisia,16128,18685,91.343
Isle of Man,571,10991,91.343
Qatar,14305,23418,91.343
Scotland,25364,36593,91.343
Norway,13928,8607,91.343
Slovenia,8497,10329,91.343
Liechtenstein,394,15193,91.343
Greece,28473,31319,91.343
France,570921,500858,91.343
Indonesia,60741,35518,91.343
Malta,1408,8154,91.343
Denmark,34823,29658,91.343
Tunisia,8970,12806,91.343
Albania,6183,10371,91.343
Romania,34755,31106,91.343
Paraguay,6777,11919,91.343
Lebanon,19043,12116,91.343
Uruguay,39434,22711,91.343
France,94317,112904,91.343
Gibraltar,796,30641,91.343
Colombia,77686,49641,91.343
Trinidad and Tobago,72,3423,91.343
Hong Kong,30543,39513,91.343
Brazil,228375,227310,91.343
Spain,447084,502729,91.343
Macao,6602,20528,91.343
Malta,1755,8951,91.343
Israel,85728,88118,91.343
Russia,283933,133030,91.343
Curacao,414,6374,91.343
Scotland,3233,9197,91.343
Luxembourg,2884,11195,91.343
Slovenia,17241,31578,91.343
Israel,3006,26438,91.343
Guatemala,3419,6767,91.343
France,486606,339162,91.343
Luxembourg,1990,8508,91.343
United States,1621071,1183159,91.343
Palestine,6299,11602,91.343
Portugal,59511,97634,91.343
Turkey,208212,179096,91.343
Barbados,886,7419,91.343
Guatemala,10145,15249,91.343
Liechtenstein,43,4246,91.343
Romania,26486,23096,91.343
Mexico,177817,212476,91.343
Georgia,6304,10978,91.343
England,451452,365541,91.343
Chile,6167,3675,91.343
Argentina,24019,27962,91.343
Cayman Islands,822,18100,91.343
Poland,288196,285112,91.343
Portugal,78195,86310,91.343
Italy,253664,199661,91.343
Slovenia,2279,7447,91.343
Hong Kong,32321,33895,91.343
Colombia,255642,139968,91.343
Israel,23129,45945,91.343
Latvia,15848,29537,91.343
England,502503,416102,91.343
Bolivia,38879,46529,91.343
Chile,185146,174649,91.343
South Korea,77847,56428,91.343
Norway,9133,7834,91.343
Chile,241253,287142,91.343
Belgium,13397,20202,91.343
France,286408,409453,91.343
France,546523,628431,91.343
Sri Lanka,37080,46982,91.343
Slovakia,11185,11190,91.343
Zimbabwe,3711,9172,91.343
Panama,11338,12288,91.343
Denmark,34561,29986,91.343
Romania,36216,25293,91.343
Bulgaria,8340,11126,91.343
Bolivia,13630,5694,91.343
Russia,290670,367207,91.343
Wales,5072,8790,91.343
Isle of Man,478,9757,91.343
India,3649303,3238374,91.343
Malaysia,22049,19646,91.343
Ukraine,12996,14115,91.343
Czechia,13686,7440,91.343
Bulgaria,10275,17366,91.343
Portugal,56523,50669,91.343
Croatia,33339,20678,91.343
Iran,47913,49660,91.343
Ireland,8573,12668,91.343
Latvia,3858,10267,91.343
Scotland,4951,4980,91.343
Ireland,14677,27660,91.343
France,116489,50256,91.343
Morocco,183688,180865,91.343
Paraguay,12022,12090,91.343
Latvia,10821,17626,91.343
Montenegro,1503,7067,91.343
Hungary,55234,56901,91.343
Belgium,77197,96001,91.343
Morocco,30216,44022,91.343
Denmark,8677,5927,91.343
Italy,238896,263936,91.343
England,434851,527206,91.343
Azerbaijan,35216,38083,91.343
Macao,2042,8041,91.343
Mexico,302240,204910,91.343
Guinea,4566,6344,91.343
Latvia,16094,28518,91.343
Croatia,28855,46833,91.343
England,61727,80958,91.343
North Macedonia,12803,21148,91.343
Norway,16454,31860,91.343
Belgium,148146,166150,91.343
United States,2117025,1960857,91.343
Turkey,161578,188402,91.343
Norway,15173,8467,91.343
Luxembourg,700,4600,91.343
Malaysia,24454,16646,91.343
India,1981076,2367493,91.343
Ukraine,10611,16507,91.343
France,218469,227631,91.343
Russia,277909,242929,91.343
United Kingdom,423322,453177,91.343
Hungary,63767,87902,91.343
Turkey,267157,270658,91.343
Aruba,653,10456,91.343
Pakistan,253601,239667,91.343
Bolivia,4196,5776,91.343
Denmark,10638,16958,91.343
Scotland,30861,43987,91.343
Scotland,48219,57015,91.343
Czechia,33844,44795,91.343
Israel,90242,73731,91.343
Palestine,1314,6657,91.343
Brazil,727766,561534,91.343
Germany,807342,1107141,91.343
Belgium,26496,32487,91.343
Isle of Man,985,17294,91.343
Croatia,31120,19963,91.343
Ecuador,62972,29834,91.343
England,382165,484510,91.343
Ukraine,10369,15972,91.343
Azerbaijan,41621,52629,91.343
Uruguay,31487,23543,91.343
Argentina,260546,307843,91.343
Greece,97144,101987,91.343
South Korea,26061,40185,91.343
United States,1165956,1467349,91.343
Aruba,2493,32520,91.343
Brazil,735178,264169,91.343
New Zealand,7387,12136,91.343
Austria,90545,82533,91.343
Dominican Republic,129308,120523,91.343
Estonia,1884,5732,91.343
Turkey,175323,107737,91.343
Thailand,7589,8856,91.343
Canada,193674,223660,91.343
Hong Kong,39885,43203,91.343
Ireland,12225,13701,91.343
India,1902326,2832112,91.343
Northern Ireland,9223,17476,91.343
Wales,21296,28653,91.343
Norway,13648,17038,91.343
Wales,28540,44207,91.343
Faeroe Islands,302,10413,91.343
New Zealand,7360,12172,91.343
United Kingdom,461982,416345,91.343
Mongolia,24201,38132,91.343
Ecuador,17411,8693,91.343
Brazil,428988,831810,91.343
Finland,22284,37297,91.343
Hong Kong,27955,23306,91.343
Malaysia,94976,121113,91.343
Slovakia,27433,43782,91.343
Isle of Man,391,8958,91.343
Malaysia,31301,26237,91.343
Poland,247933,313696,91.343
Tunisia,25107,23000,91.343
Bolivia,15242,8998,91.343
Liechtenstein,246,10707,91.343
Dominican Republic,50727,55353,91.343
Ecuador,34886,27561,91.343
South Korea,32525,12580,91.343
Cambodia,49389,67850,91.343
Russia,387827,289718,91.343
Poland,70889,80013,91.343
Bolivia,15414,19412,91.343
Namibia,1739,4351,91.343
Turkey,435596,473245,91.343
Aruba,465,8479,91.343
South Korea,32620,37037,91.343
Peru,31100,18056,91.343
Luxembourg,710,5240,91.343
New Zealand,10026,15328,91.343
Saint Lucia,218,4655,91.343
Russia,276934,271077,91.343
Croatia,6953,22229,91.343
Montenegro,7109,20650,91.343
South Korea,321055,311246,91.343
Romania,83829,80851,91.343
Zimbabwe,8537,8199,91.343
Montenegro,650,4393,91.343
Mexico,337020,197302,91.343
Turkey,504549,576579,91.343
Estonia,5786,12237,91.343
Bolivia,37582,41008,91.343
Albania,7900,15029,91.343
Montenegro,1558,7281,91.343
Uganda,10211,11310,91.343
Belgium,31851,40946,91.343
Azerbaijan,20454,28118,91.343
Mexico,121165,174724,91.343
Bolivia,28117,46747,91.343
New Zealand,3769,9599,91.343
Argentina,8896,11420,91.343
Slovenia,11686,21858,91.343
Zimbabwe,4360,8435,91.343
Indonesia,218101,254893,91.343
Brazil,255676,246332,91.343
Sri Lanka,66136,40354,91.343
Switzerland,66211,52515,91.343
Liechtenstein,75,5173,91.343
India,415332,295214,91.343
Thailand,68544,52520,91.343
Belgium,36580,60173,91.343
Bahrain,11084,20566,91.343
Liechtenstein,93,5721,91.343
Lebanon,7181,6425,91.343
Canada,132517,88616,91.343
Malta,3770,16320,91.343
India,3067056,3367272,91.343
Denmark,17778,20007,91.343
France,48865,13893,91.343
Czechia,14565,17539,91.343
Qatar,36569,46724,91.343
Laos,17225,20393,91.343
Turkey,121996,128605,91.343
Canada,383757,410241,91.343
Switzerland,20702,14482,91.343
South Korea,646894,770404,91.343
Norway,14842,10623,91.343
Romania,39983,44313,91.343
Tunisia,33421,32235,91.343
Luxembourg,1528,8122,91.343
Israel,177177,106790,91.343
Portugal,11182,11666,91.343
Sri Lanka,85232,86575,91.343
Latvia,463,3382,91.343
Isle of Man,484,10227,91.343
United Kingdom,593163,597516,91.343
Mongolia,49953,84458,91.343
New Zealand,16404,21083,91.343
Wales,23033,28494,91.343
Estonia,6066,10888,91.343
France,395679,188580,91.343
Spain,65315,54011,91.343
Greece,15884,17739,91.343
Moldova,3866,6342,91.343
Mexico,472915,338422,91.343
Moldova,10838,21745,91.343
Peru,107037,60636,91.343
Wales,17063,15267,91.343
Peru,94640,73582,91.343
Chile,169648,187167,91.343
Slovakia,22361,28711,91.343
Montenegro,5075,14879,91.343
Hungary,83005,82268,91.343
Thailand,193336,330008,91.343
Romania,102512,94124,91.343
Hungary,123576,100849,91.343
Spain,492282,530625,91.343
Israel,7172,28499,91.343
Germany,710738,574778,91.343
New Zealand,2875,5170,91.343
Lebanon,5627,8078,91.343
Norway,49447,24443,91.343
Poland,261116,136186,91.343
Hungary,78849,113201,91.343
South Korea,23234,38798,91.343
Russia,365931,684897,91.343
Tunisia,11633,25235,91.343
Thailand,36741,29087,91.343
Norway,6965,5266,91.343
Poland,91832,145096,91.343
Norway,37262,25345,91.343
England,312804,319836,91.343
Lebanon,16080,24153,91.343
England,369879,322289,91.343
Mexico,404106,142323,91.343
Cambodia,70389,71765,91.343
Spain,350662,406045,91.343
Lithuania,10781,9453,91.343
Malta,1812,9099,91.343
Bulgaria,9548,15524,91.343
Turkey,210774,87933,91.343
Vietnam,54773,96464,91.343
Liechtenstein,43,4240,91.343
Slovenia,4370,9021,91.343
United States,1351437,1620210,91.343
Lithuania,12610,19992,91.343
Bangladesh,25684,39248,91.343
Lithuania,4134,10927,91.343
United Kingdom,329466,358731,91.343
Northern Ireland,15779,27918,91.343
Italy,65308,35231,91.343
Slovenia,7409,13443,91.343
Kenya,17900,21147,91.343
Denmark,12561,14335,91.343
United Kingdom,436774,374859,91.343
Bahrain,15068,23773,91.343
Finland,9222,12557,91.343
Belgium,44859,48129,91.343
Indonesia,426748,476985,91.343
Croatia,21909,27433,91.343
Brazil,922807,361973,91.343
Switzerland,18496,12798,91.343
Hong Kong,25518,28854,91.343
Isle of Man,573,11115,91.343
Brunei,694,5100,91.343
Scotland,39398,51591,91.343
Croatia,18773,27578,91.343
England,317812,520284,91.343
Saint Lucia,879,8859,91.343
Canada,354418,464668,91.343
Palestine,4274,5005,91.343
Macao,6379,19466,91.343
Norway,38506,46209,91.343
South Africa,61426,23817,91.343
Mexico,4337,8028,91.343
Belgium,21955,39881,91.343
Germany,207222,156494,91.343
Hungary,21690,13878,91.343
Liechtenstein,179,8496,91.343
Bulgaria,8507,15662,91.343
Denmark,34920,32156,91.343
Slovenia,2706,4715,91.343
Georgia,2041,5376,91.343
England,385599,281802,91.343
United Kingdom,539472,623181,91.343
Argentina,131136,176456,91.343
Montenegro,1571,6975,91.343
Northern Ireland,17554,29534,91.343
Zimbabwe,10950,10950,91.343
Malta,1838,8992,91.343
Chile,141165,66127,91.343
Canada,29367,21167,91.343
Romania,50949,53859,91.343
Spain,73281,111255,91.343
India,1274147,279240,91.343
Wales,21216,32428,91.343
Poland,80919,40451,91.343
Switzerland,75726,99972,91.343
Panama,10413,9235,91.343
Ecuador,43440,42349,91.343
Slovakia,32826,37086,91.343
Israel,121414,107436,91.343
Bahrain,15133,21059,91.343
Germany,96648,70799,91.343
Denmark,11516,15717,91.343
Romania,59260,56842,91.343
Albania,4675,11433,91.343
Palestine,6160,6632,91.343
Mexico,27731,115058,91.343
Israel,9666,31647,91.343
Italy,83526,67931,91.343
Wales,23680,27975,91.343
Germany,169589,153707,91.343
Wales,27334,41023,91.343
India,2253821,1801414,91.343
New Zealand,7926,7392,91.343
Scotland,39121,60083,91.343
Bulgaria,6281,11563,91.343
Slovenia,10133,22117,91.343
Paraguay,3397,5223,91.343
Scotland,45082,52917,91.343
Greece,47799,51939,91.343
France,455274,299520,91.343
Argentina,266269,247631,91.343
Malawi,3708,9770,91.343
United States,2490889,1929714,91.343
Morocco,111839,111802,91.343
Israel,68376,96679,91.343
Northern Ireland,12793,20546,91.343
Israel,8213,29941,91.343
Canada,65423,64653,91.343
Gibraltar,945,36098,91.343
Germany,94866,78238,91.343
Suriname,781,5753,91.343
Wales,24125,39819,91.343
Hungary,28014,19876,91.343
Belgium,18218,27725,91.343
Israel,25491,49819,91.343
Portugal,58247,76113,91.343
Cambodia,84970,75475,91.343
Croatia,31824,26447,91.343
Romania,84829,78276,91.343
Norway,28565,16834,91.343
Poland,302176,150576,91.343
Zimbabwe,12831,15831,91.343
Slovenia,2069,5797,91.343
Cambodia,63714,58374,91.343
Slovakia,35817,40922,91.343
Moldova,4255,9378,91.343
United States,1362712,1502400,91.343
Canada,256118,340290,91.343
Mongolia,21955,22000,91.343
Estonia,1029,3990,91.343
Latvia,14262,25681,91.343
Ireland,5337,6793,91.343
Ecuador,51747,55315,91.343
Latvia,8997,21371,91.343
France,281892,108742,91.343
Finland,22397,36892,91.343
Palestine,6765,10006,91.343
Czechia,12206,15759,91.343
Azerbaijan,19245,18213,91.343
Slovenia,7472,22870,91.343
Belgium,90250,109516,91.343
Poland,94476,128754,91.343
Montenegro,381,4063,91.343
Belgium,90404,96830,91.343
Denmark,14617,19769,91.343
Israel,98357,112140,91.343
Zimbabwe,5802,11666,91.343
France,483597,526873,91.343
Liechtenstein,122,6749,91.343
Northern Ireland,5089,9702,91.343
Estonia,5186,10937,91.343
Norway,15101,19846,91.343
Switzerland,52194,53297,91.343
Romania,76054,66889,91.343
Belgium,16305,25452,91.343
Qatar,29894,40567,91.343
Guatemala,3500,5010,91.343
Croatia,24060,22480,91.343
Canada,410279,444114,91.343
Guatemala,11295,14860,91.343
Israel,4677,27204,91.343
Moldova,5031,8845,91.343
Kazakhstan,25568,38743,91.343
Colombia,139937,182539,91.343
Zimbabwe,5857,10527,91.343
New Zealand,7094,6779,91.343
India,2146620,1246795,91.343
Zimbabwe,13194,13440,91.343
Lithuania,20290,37673,91.343
South Korea,82267,127125,91.343
Mexico,427616,439071,91.343
Curacao,1227,13605,91.343
Malta,5475,21645,91.343
Germany,71072,64116,91.343
India,3181387,3530004,91.343
Azerbaijan,15739,19452,91.343
Lithuania,7301,11847,91.343
Canada,333806,350441,91.343
Austria,66839,103357,91.343
Guatemala,18293,27569,91.343
Isle of Man,893,15938,91.343
Canada,361660,372132,91.343
Germany,91515,85472,91.343
Ireland,19616,30889,91.343
Ukraine,44149,47660,91.343
Chile,105085,140261,91.343
Latvia,5325,11944,91.343
Montenegro,4774,13604,91.343
Portugal,19707,13960,91.343
Nepal,18912,65910,91.343
Brunei,2404,11632,91.343
Australia,96017,111220,91.343
Gibraltar,960,36229,91.343
Estonia,5745,11424,91.343
Sri Lanka,12066,26296,91.343
Morocco,86628,66819,91.343
Colombia,204577,194054,91.343
Guatemala,10764,15320,91.343
Belgium,90673,46690,91.343
Isle of Man,1059,18186,91.343
Maldives,2278,9883,91.343
Peru,48898,50075,91.343
Serbia,34702,55307,91.343
Wales,22012,31072,91.343
Finland,21238,38871,91.343
Denmark,18135,17721,91.343
Norway,31734,40439,91.343
Israel,2839,25305,91.343
Argentina,123038,109277,91.343
Panama,15716,26449,91.343
Colombia,201360,130739,91.343
Lithuania,10725,17599,91.343
Mexico,5741,9710,91.343
Argentina,146082,195147,91.343
Austria,34080,36810,91.343
Ecuador,60232,49993,91.343
Dominican Republic,36563,20328,91.343
Barbados,2130,13162,91.343
Macao,1982,8525,91.343
Peru,18739,18019,91.343
Mexico,437768,323899,91.343
Romania,105454,97993,91.343
Bulgaria,14465,20666,91.343
Germany,91709,53003,91.343
Germany,156153,159645,91.343
Hungary,13966,28165,91.343
Austria,32073,51104,91.343
Zimbabwe,12505,15663,91.343
Israel,89937,106243,91.343
Portugal,68014,76603,91.343
Macao,2004,7805,91.343
Switzerland,29395,17387,91.343
France,362133,165021,91.343
Azerbaijan,34911,52753,91.343
Norway,12982,36575,91.343
Brunei,2286,11470,91.343
Belgium,17678,28823,91.343
Albania,9305,14870,91.343
Argentina,106885,161573,91.343
Moldova,8611,9609,91.343
Canada,356904,342705,91.343
Poland,281653,343861,91.343
New Zealand,8299,8410,91.343
Panama,21005,43841,91.343
United Kingdom,350177,342079,91.343
Germany,211877,204164,91.343
Argentina,11263,13920,91.343
Germany,134315,124442,91.343
Paraguay,4055,5562,91.343
Russia,293459,314972,91.343
New Zealand,11822,14921,91.343
New Zealand,14893,12426,91.343
Liechtenstein,371,14446,91.343
Canada,179739,122373,91.343
Bahrain,12895,27205,91.343
Luxembourg,3736,14525,91.343
Germany,523585,345940,91.343
Jordan,42485,20219,91.343
Georgia,1527,6588,91.343
Northern Ireland,14475,25904,91.343
Zimbabwe,17455,19226,91.343
Slovenia,4089,6490,91.343
Wales,26975,39003,91.343
Paraguay,991,5955,91.343
Peru,16037,28859,91.343
United States,2386932,1260668,91.343
Latvia,5537,11335,91.343
Montenegro,431,4498,91.343
Estonia,1065,5374,91.343
Serbia,36039,41258,91.343
New Zealand,2816,4615,91.343
United Kingdom,389942,476962,91.343
Dominican Republic,182173,203588,91.343
United Kingdom,366883,262653,91.343
Israel,3459,27273,91.343
Slovenia,5917,16545,91.343
Northern Ireland,4525,9218,91.343
Moldova,8638,13536,91.343
Ukraine,19616,53322,91.343
Wales,23456,43082,91.343
Bangladesh,80019,94134,91.343
Northern Ireland,11037,21255,91.343
Thailand,36201,61572,91.343
Scotland,35177,47068,91.343
Germany,120244,81997,91.343
Brunei,612,5511,91.343
Ukraine,10906,14474,91.343
Maldives,942,7313,91.343
Scotland,36268,53165,91.343
North Macedonia,9485,19312,91.343
Denmark,18451,20287,91.343
Germany,766074,1025157,91.343
Guatemala,11084,14916,91.343
Austria,14618,16164,91.343
Germany,500221,369477,91.343
Ukraine,13689,22910,91.343
Curacao,2588,21941,91.343
Maldives,1911,10030,91.343
Oman,2246,4984,91.343
Maldives,1835,9947,91.343
Barbados,3360,18325,91.343
Poland,33904,24156,91.343
Liechtenstein,166,8078,91.343
Bangladesh,139347,115441,91.343
Mexico,181766,137461,91.343
Latvia,2477,6177,91.343
India,459442,122462,91.343
Northern Ireland,11158,22083,91.343
Northern Ireland,14327,23910,91.343
Estonia,9473,23388,91.343
Switzerland,20765,28805,91.343
Zimbabwe,14071,17955,91.343
Greenland,197,7143,91.343
Trinidad and Tobago,4043,10425,91.343
Chile,164131,90471,91.343
Guinea,3022,5674,91.343
Hungary,117161,131554,91.343
Ukraine,31025,10191,91.343
Serbia,29299,34617,91.343
Chile,104874,151768,91.343
United States,2168688,1646881,91.343
Latvia,16167,19214,91.343
Croatia,12015,17376,91.343
New Zealand,11671,11775,91.343
El Salvador,40081,45181,91.343
Cuba,184943,143322,91.343
Germany,193909,187113,91.343
Ireland,29512,25019,91.343
Montenegro,1995,8486,91.343
Czechia,96757,114496,91.343
Germany,688529,813132,91.343
Thailand,36474,7615,91.343
Czechia,23832,30420,91.343
Lithuania,4114,5752,91.343
Poland,291752,183009,91.343
Switzerland,39422,49192,91.343
Austria,78702,76067,91.343
Morocco,204032,208991,91.343
Poland,64749,62774,91.343
Cambodia,101563,72676,91.343
Liechtenstein,229,10031,91.343
Greece,28750,31158,91.343
United States,2769331,1688354,91.343
Zambia,3570,4898,91.343
Poland,285544,205657,91.343
Luxembourg,2190,9362,91.343
Maldives,1152,7657,91.343
Northern Ireland,10146,19453,91.343
French Polynesia,293,4393,91.343
Peru,26397,41284,91.343
Chile,181514,48033,91.343
Wales,10123,14402,91.343
Israel,90263,112630,91.343
Slovakia,20246,23202,91.343
Israel,4035,27042,91.343
Spain,479018,426348,91.343
Wales,24713,41167,91.343
Germany,100501,100462,91.343
Indonesia,59800,60511,91.343
South Africa,24219,14065,91.343
Slovakia,10981,13983,91.343
Canada,15735,18076,91.343
Lithuania,4076,5155,91.343
Liechtenstein,284,11662,91.343
Greece,28850,37119,91.343
Germany,44331,42067,91.343
Denmark,12901,17759,91.343
Belgium,44712,16626,91.343
Italy,77147,57467,91.343
Finland,8740,9597,91.343
Liechtenstein,392,14773,91.343
Kenya,18142,12250,91.343
Bahrain,13468,23437,91.343
South Africa,5647,12152,91.343
Slovakia,33790,41286,91.343
United Kingdom,556319,635986,91.343
Bulgaria,7230,14237,91.343
Mexico,345108,273387,91.343
Latvia,729,3825,91.343
Poland,68543,22358,91.343
Panama,17033,20525,91.343
Faeroe Islands,368,12324,91.343
United States,3084436,2746601,91.343
Trinidad and Tobago,3328,9103,91.343
Trinidad and Tobago,3220,10426,91.343
Romania,68547,68846,91.343
Gibraltar,986,36705,91.343
Canada,22942,23195,91.343
Czechia,85755,102962,91.343
Czechia,69023,46775,91.343
Turkey,124422,175452,91.343
Germany,310652,277164,91.343
Uruguay,40624,59943,91.343
Belgium,128,2916,91.343
Uruguay,45646,54239,91.343
Macao,2032,8321,91.343
Bolivia,474,3224,91.343
Malaysia,26813,26895,91.343
England,251880,487840,91.343
United Kingdom,262404,159889,91.343
Sri Lanka,14734,15947,91.343
Lithuania,5186,5748,91.343
Belize,2151,16477,91.343
Vietnam,22264,51567,91.343
Jordan,53953,22039,91.343
Bolivia,8380,5927,91.343
Italy,426108,335589,91.343
Slovakia,10851,15243,91.343
Liechtenstein,95,5917,91.343
Scotland,44154,51536,91.343
El Salvador,22304,39028,91.343
Northern Ireland,12028,16670,91.343
Wales,24632,42189,91.343
Hungary,29709,39209,91.343
Cuba,180615,154769,91.343
Portugal,9943,15280,91.343
Ecuador,45987,78503,91.343
Northern Ireland,13270,25249,91.343
Croatia,27880,42041,91.343
Bahrain,10560,22801,91.343
Ireland,37252,41750,91.343
Italy,163324,141750,91.343
Zimbabwe,16101,10063,91.343
Czechia,13049,17797,91.343
Curacao,2705,23178,91.343
Tunisia,22920,23593,91.343
Scotland,39864,53517,91.343
South Korea,417008,314590,91.343
Peru,112898,93921,91.343
Azerbaijan,46002,25818,91.343
Bangladesh,7668,33575,91.343
Ecuador,18754,24716,91.343
Italy,342313,335789,91.343
Luxembourg,639,4731,91.343
Canada,268584,233320,91.343
Denmark,4668,6294,91.343
Paraguay,17741,17457,91.343
Germany,207952,190406,91.343
Malta,4320,18184,91.343
Mexico,331092,415773,91.343
Slovenia,9672,12535,91.343
Chile,111442,44744,91.343
Croatia,15151,28658,91.343
Canada,185681,201850,91.343
Ukraine,17830,21902,91.343
Kazakhstan,34517,40235,91.343
Bangladesh,32265,71782,91.343
Northern Ireland,13851,16382,91.343
Latvia,16465,23513,91.343
Argentina,11704,16429,91.343
Luxembourg,1020,5767,91.343
United States,1315466,1578784,91.343
Austria,9991,11414,91.343
Russia,278802,308205,91.343
Australia,103895,86177,91.343
Montenegro,537,4936,91.343
Bolivia,4473,4569,91.343
Ecuador,18894,12282,91.343
Lebanon,6122,10806,91.343
Aruba,1551,21646,91.343
Bahrain,14750,23468,91.343
Bahrain,5556,9554,91.343
Czechia,50368,30797,91.343
Cambodia,14850,15619,91.343
Northern Ireland,9152,14865,91.343
Liechtenstein,156,7704,91.343
Mexico,479125,242021,91.343
Azerbaijan,26305,34374,91.343
Switzerland,49444,57703,91.343
Bulgaria,15331,24063,91.343
Montenegro,1635,6705,91.343
Lithuania,21032,16940,91.343
Denmark,47701,46032,91.343
Mexico,390301,529865,91.343
Finland,9509,16629,91.343
Russia,246201,204716,91.343
Slovakia,22101,27882,91.343
Dominican Republic,96664,115344,91.343
Luxembourg,1199,5810,91.343
Zimbabwe,5226,10226,91.343
Germany,113415,100718,91.343
Bolivia,9658,17688,91.343
Argentina,19133,17227,91.343
Brazil,241018,216988,91.343
Czechia,11949,15012,91.343
Indonesia,84464,60361,91.343
Russia,328367,266996,91.343
Slovakia,22468,30113,91.343
United States,3214893,2369051,91.343
Germany,596366,869451,91.343
Guatemala,13350,14008,91.343
Poland,298651,247666,91.343
Curacao,590,7745,91.343
Israel,45989,35697,91.343
Turkey,292045,250326,91.343
England,345184,388246,91.343
Cambodia,52269,53390,91.343
Canada,24248,27062,91.343
Turkey,332897,347469,91.343
Germany,141755,135417,91.343
Aruba,453,8443,91.343
Brazil,740290,768257,91.343
Italy,483616,472039,91.343
Gibraltar,750,29355,91.343
France,531607,567323,91.343
Hong Kong,17955,33837,91.343
Moldova,6058,12287,91.343
Ireland,33675,37072,91.343
Scotland,41967,36110,91.343
France,483699,253035,91.343
Morocco,203083,245384,91.343
Hong Kong,43279,39015,91.343
Belgium,11357,19662,91.343
Germany,735075,569410,91.343
Dominican Republic,98111,105406,91.343
Uruguay,39691,54121,91.343
Canada,289731,266121,91.343
Guatemala,18773,24294,91.343
Australia,79809,111710,91.343
Paraguay,2144,5559,91.343
Denmark,15255,16042,91.343
Kazakhstan,37887,34012,91.343
Malaysia,183309,148523,91.343
Russia,171943,368208,91.343
Denmark,8167,17396,91.343
Macao,5964,19020,91.343
Finland,17277,25020,91.343
Slovakia,11544,14167,91.343
Aruba,1871,23819,91.343
Norway,30070,19251,91.343
Denmark,15132,23443,91.343
Macao,1472,7060,91.343
France,382274,407071,91.343
Isle of Man,441,9127,91.343
Slovenia,18949,25208,91.343
Ukraine,51811,64212,91.343
Latvia,777,3669,91.343
Malta,4721,18382,91.343
Lebanon,14890,20855,91.343
Cambodia,46606,46297,91.343
United Kingdom,513173,492689,91.343
Oman,1173,4503,91.343
Colombia,227834,214533,91.343
Estonia,1228,5227,91.343
Austria,47616,59812,91.343
Japan,15950,30637,91.343
Germany,227586,244114,91.343
Romania,74757,70071,91.343
Turkey,300329,312252,91.343
Switzerland,24376,13897,91.343
Trinidad and Tobago,6956,12530,91.343
Hungary,95460,79893,91.343
Scotland,49063,65891,91.343
Scotland,40391,62940,91.343
Hong Kong,31053,36361,91.343
Scotland,44098,61467,91.343
Cambodia,15341,19983,91.343
Greece,45723,53847,91.343
Argentina,87820,46840,91.343
Latvia,7129,9994,91.343
Scotland,6928,6888,91.343
Guatemala,3584,6028,91.343
United Kingdom,415067,384130,91.343
Italy,335484,317657,91.343
Scotland,41424,57071,91.343
Scotland,3060,5490,91.343
Dominican Republic,89195,113792,91.343
Turkey,1222956,1081915,91.343
Finland,19557,15470,91.343
Brazil,807435,774844,91.343
South Africa,62608,81254,91.343
Slovakia,35600,49726,91.343
Japan,135090,196713,91.343
Chile,160438,170751,91.343
Wales,16156,28509,91.343
Austria,50897,65473,91.343
Lithuania,22278,33840,91.343
Estonia,4495,11917,91.343
Guatemala,1011,5033,91.343
Montenegro,1704,7089,91.343
Wales,28338,33434,91.343
Northern Ireland,13615,18077,91.343
Ireland,20685,15659,91.343
Greece,17986,22222,91.343
Norway,12232,27973,91.343
Bulgaria,13600,20231,91.343
Bahrain,17741,29894,91.343
Hong Kong,29329,29788,91.343
France,179696,77806,91.343
Malta,3299,13885,91.343
Romania,47683,41205,91.343
India,1816898,1943421,91.343
Hungary,112149,102979,91.343
Norway,29778,32613,91.343
Scotland,27047,38455,91.343
Malta,7557,29477,91.343
Turkey,271154,321449,91.343
United Kingdom,503156,539953,91.343
Belgium,41900,34177,91.343
